,OD,Plein Tarif Loisir 2nde,1ère classe,dist
3239,NICE VILLE-MONACO MONTE CARLO,5.1,8.5,
3240,NICE VILLE-PARIS GARE DE LYON,132.0,185.0,
3241,NICE VILLE-PARIS NORD,132.0,185.0,
3242,NICE VILLE-ST RAPHAEL VALESCURE,15.0,22.5,
3243,NICE VILLE-TGV HAUTE PICARDIE,155.0,196.0,
3244,NICE VILLE-TOUL,135.0,175.0,
3245,NICE VILLE-TOULON,29.0,44.0,
3246,NICE VILLE-VALENCE,73.0,107.0,
3247,NICE VILLE-VALENCE TGV,72.0,102.0,
3248,NICE VILLE-VENTIMIGLIA STAZIONE,8.3,12.1,
3249,NICE VILLE-VENTIMIGLIA STAZIONE  (IT),8.3,12.1,
3250,NIMES - RENNES,148.0,188.0,
3251,NIMES - ST PIERRE DES CORPS,125.0,168.0,
3252,NIMES-AEROPORT CDG 2 TGV ROISSY,114.0,160.0,
3253,NIMES-AGDE,20.5,31.0,
3254,NIMES-ARRAS,144.0,184.0,
3255,NIMES-BEAUNE,81.0,107.0,
3256,NIMES-BELFORT-MONTBELIARD TGV,119.0,152.0,
3257,NIMES-BELLEGARDE,68.0,101.0,
3258,NIMES-BESANCON FRANCHE-COMTE TGV,105.0,134.0,
3259,NIMES-CHALON SUR SAONE,81.0,107.0,
3260,NIMES-DOUAI,144.0,184.0,
3261,NIMES-ECOLE VALENTIN,105.0,134.0,
3262,NIMES-LE CREUSOT MONTCEAU MONTCHANIN,65.0,95.0,
3263,NIMES-LE TEIL,26.0,38.0,
3264,NIMES-LILLE EUROPE,144.0,184.0,
3265,NIMES-LYON PART DIEU,60.0,78.0,
3266,NIMES-LYON PERRACHE,60.0,78.0,
3267,NIMES-LYON ST EXUPERY,60.0,78.0,
3268,NIMES-MACON LOCHE TGV,62.0,93.0,
3269,NIMES-MACON VILLE,74.0,97.0,
3270,NIMES-MARNE LA VALLEE CHESSY,114.0,160.0,
3271,NIMES-MARSEILLE ST CHARLES,30.0,44.0,
3272,NIMES-MONTAUBAN VILLE BOURBON,53.0,81.0,
3273,NIMES-MONTBELIARD,91.0,124.0,
3274,NIMES-MONTELIMAR,26.0,38.0,
3275,NIMES-MONTPELLIER,13.2,19.5,
3276,NIMES-NANTES,142.0,180.0,
3277,NIMES-NARBONNE,27.0,42.0,
3278,NIMES-NEUFCHATEAU,85.0,113.0,
3279,NIMES-ORANGE,17.5,25.0,
3280,NIMES-PARIS GARE DE LYON,114.0,160.0,
3281,NIMES-PARIS MONTPARNASSE,114.0,160.0,
3282,NIMES-PARIS NORD,114.0,160.0,
3283,NIMES-PERPIGNAN,37.0,53.0,
3284,NIMES-RENNES,142.0,180.0,
3285,NIMES-SETE,17.5,25.5,
3286,NIMES-ST PIERRE DES CORPS,125.0,167.0,
3287,NIMES-TGV HAUTE PICARDIE,136.0,174.0,
3288,NIMES-TOUL,89.0,114.0,
3289,NIMES-TOULOUSE MATABIAU,47.0,72.0,
3290,NIMES-VALENCE,41.0,55.0,
3291,NIMES-VALENCE TGV,41.0,55.0,
3292,NIMES-VILLENEUVE LES AVIGNONS,12.1,18.0,
3293,NIORT - PARIS MONTPARNASSE 1 ET 2,90.0,126.0,
3294,NIORT-ARRAS,118.0,149.0,
3295,NIORT-CHATELLERAULT,23.5,35.0,
3296,NIORT-DOUAI,118.0,149.0,
3297,NIORT-FUTUROSCOPE,20.0,28.5,
3298,NIORT-PARIS MONTPARNASSE 1 ET 2,84.0,118.0,
3299,NIORT-POITIERS,17.5,24.0,
3300,NIORT-ST PIERRE DES CORPS,34.0,48.0,
3301,NIORT-TGV HAUTE PICARDIE,106.0,139.0,
3302,NURIEUX-BELLEGARDE,9.3,13.7,
3303,NURIEUX-BOURG EN BRESSE,9.3,13.7,
3304,NURIEUX-PARIS EST,89.0,127.0,
3305,NURIEUX-PARIS GARE DE LYON,89.0,127.0,
3306,Nancy ville-Agde,118.0,152.0,
3307,Nancy ville-BEZIERS,118.0,152.0,
3308,Nancy ville-SETE,118.0,152.0,
3309,Nancy ville-carcassonne,125.0,157.0,
3310,Nancy ville-narbonne,123.0,155.0,
3311,Nancy ville-toulouse matabiau,127.0,165.0,
3312,ONVILLE-PARIS EST,50.0,77.0,
3313,ONVILLE-THIONVILLE,12.6,19.0,
3314,ORTHEZ - PARIS MONTPARNASSE 1 ET 2,123.0,173.0,
3315,ORTHEZ-FUTUROSCOPE,66.0,95.0,
3316,ORTHEZ-LIBOURNE,40.0,57.0,
3317,ORTHEZ-LOURDES,12.0,17.5,
3318,ORTHEZ-MORCENX,19.0,27.0,
3319,ORTHEZ-PARIS AUSTERLITZ,112.0,147.0,
3320,ORTHEZ-PARIS MONTPARNASSE 1 ET 2,112.0,147.0,
3321,ORTHEZ-POITIERS,65.0,92.0,
3322,ORTHEZ-ST PIERRE DES CORPS,78.0,113.0,
3323,ORTHEZ-TARBES,21.0,31.0,
3324,PARIS AUSTERLITZ-BAYONNE,112.0,147.0,
3325,PARIS AUSTERLITZ-MONTAUBAN VILLE BOURBON,109.0,142.0,
3326,PARIS AUSTERLITZ-POITIERS,75.0,107.0,
3327,PARIS AUSTERLITZ-ST JEAN DE LUZ CIBOURE,112.0,147.0,
3328,PARIS AUSTERLITZ-ST PIERRE DES CORPS,65.0,89.0,
3329,PARIS AUSTERLITZ-TARBES,118.0,156.0,
3330,PARIS AUSTERLITZ-TOULOUSE MATABIAU,109.0,142.0,
3331,PARIS EST-BAR LE DUC,44.0,68.0,
3332,PARIS EST-CHALONS EN CHAMPAGNE,44.0,61.0,
3333,PARIS EST-CHARLEVILLE MEZIERES,48.0,76.0,
3334,PARIS EST-REIMS,44.0,61.0,
3335,PARIS EST-REMIREMONT,87.0,127.0,
3336,PARIS EST-SARREBOURG,85.0,124.0,
3337,PARIS EST-SAVERNE,85.0,124.0,
3338,PARIS EST-SEDAN,49.0,80.0,
3339,PARIS EST-SELESTAT,112.0,150.0,
3340,PARIS EST-ST DIE,86.0,125.0,
3341,PARIS EST-THIONVILLE,83.0,120.0,
3342,PARIS GARE DE LYON-AGDE,116.0,162.0,
3343,PARIS GARE DE LYON-AIME LA PLAGNE,118.0,161.0,
3344,PARIS GARE DE LYON-AIX LES BAINS LE REVARD,103.0,136.0,
3345,PARIS GARE DE LYON-ALBERTVILLE,115.0,154.0,
3346,PARIS GARE DE LYON-ANNEMASSE,108.0,152.0,
3347,PARIS GARE DE LYON-ANTIBES,132.0,185.0,
3348,PARIS GARE DE LYON-BEAUNE,77.0,103.0,
3349,PARIS GARE DE LYON-BELFORT-MONTBELIARD TGV,97.0,126.0,
3350,PARIS GARE DE LYON-BELLEGARDE,91.0,129.0,
3351,PARIS GARE DE LYON-BESANCON FRANCHE-COMTE TGV,83.0,111.0,
3352,PARIS GARE DE LYON-BOURG EN BRESSE,84.0,121.0,
3353,PARIS GARE DE LYON-BOURG ST MAURICE,118.0,161.0,
3354,PARIS GARE DE LYON-CHALON SUR SAONE,77.0,103.0,
3355,PARIS GARE DE LYON-ECOLE VALENTIN,83.0,111.0,
3356,PARIS GARE DE LYON-EVIAN LES BAINS,108.0,152.0,
3357,PARIS GARE DE LYON-HYERES,121.0,166.0,
3358,PARIS GARE DE LYON-LE CREUSOT MONTCEAU MONTCHANIN,82.0,114.0,
3359,PARIS GARE DE LYON-LES ARCS DRAGUIGNAN,132.0,185.0,
3360,PARIS GARE DE LYON-MENTON,132.0,185.0,
3361,PARIS GARE DE LYON-MONACO MONTE CARLO,132.0,185.0,
3362,PARIS GARE DE LYON-MONTBELIARD,88.0,119.0,
3363,PARIS GARE DE LYON-MONTELIMAR,105.0,144.0,
3364,PARIS GARE DE LYON-MOUTIERS SALINS BRIDES,118.0,159.0,
3365,PARIS GARE DE LYON-NARBONNE,116.0,162.0,
3366,PARIS GARE DE LYON-ORANGE,105.0,144.0,
3367,PARIS GARE DE LYON-PONTARLIER,82.0,109.0,
3368,PARIS GARE DE LYON-SALLANCHES COMBLOUX MEGEVE,119.0,163.0,
3369,PARIS GARE DE LYON-SELESTAT,112.0,150.0,
3370,PARIS GARE DE LYON-SETE,116.0,162.0,
3371,PARIS GARE DE LYON-ST GERVAIS LES BAINS LE FAYET,119.0,163.0,
3372,PARIS GARE DE LYON-ST MICHEL VALLOIRE,113.0,154.0,
3373,PARIS GARE DE LYON-ST RAPHAEL VALESCURE,132.0,185.0,
3374,PARIS GARE DE LYON-THONON LES BAINS,108.0,152.0,
3375,PARIS GARE DE LYON-TOULON,121.0,166.0,
3376,PARIS GARE DE LYON-VALENCE,103.0,143.0,
3377,PARIS GARE DE LYON-VALENCE TGV,107.0,147.0,
3378,PARIS GARE DE LYON-VENTIMIGLIA STAZIONE,132.0,185.0,
3379,PARIS GARE DE LYON-VENTIMIGLIA STAZIONE  (IT),132.0,185.0,
3380,PARIS MONTPARNAS VAUGIRARD BLS-FUTUROSCOPE,75.0,107.0,
3381,PARIS MONTPARNASSE 1 ET 2 - ARCACHON,118.0,173.0,
3382,PARIS MONTPARNASSE 1 ET 2 - AURAY,100.0,140.0,
3383,PARIS MONTPARNASSE 1 ET 2 - BAYONNE,123.0,173.0,
3384,PARIS MONTPARNASSE 1 ET 2 - CHATELLERAULT,78.0,112.0,
3385,PARIS MONTPARNASSE 1 ET 2 - FUTUROSCOPE,79.0,113.0,
3386,PARIS MONTPARNASSE 1 ET 2 - LA ROCHE SUR YON,88.0,128.0,
3387,PARIS MONTPARNASSE 1 ET 2 - LANDERNEAU,100.0,142.0,
3388,PARIS MONTPARNASSE 1 ET 2 - LIBOURNE,99.0,133.0,
3389,PARIS MONTPARNASSE 1 ET 2 - MONTAUBAN VILLE BOURBON,120.0,173.0,
3390,PARIS MONTPARNASSE 1 ET 2 - QUIMPER,103.0,147.0,
3391,PARIS MONTPARNASSE 1 ET 2 - REDON,94.0,136.0,
3392,PARIS MONTPARNASSE 1 ET 2 - RENNES,93.0,131.0,
3393,PARIS MONTPARNASSE 1 ET 2 - ROSPORDEN,103.0,147.0,
3394,PARIS MONTPARNASSE 1 ET 2 - SABLE,72.0,102.0,
3395,PARIS MONTPARNASSE 1 ET 2 - SAVENAY,88.0,128.0,
3396,PARIS MONTPARNASSE 1 ET 2 - ST BRIEUC,94.0,136.0,
3397,PARIS MONTPARNASSE 1 ET 2 - ST JEAN DE LUZ CIBOURE,123.0,173.0,
3398,PARIS MONTPARNASSE 1 ET 2 - ST MALO,95.0,138.0,
3399,PARIS MONTPARNASSE 1 ET 2 - ST NAZAIRE,88.0,128.0,
3400,PARIS MONTPARNASSE 1 ET 2 - TARBES,128.0,173.0,
3401,PARIS MONTPARNASSE 1 ET 2 - TOULOUSE MATABIAU,121.0,173.0,
3402,PARIS MONTPARNASSE 1 ET 2 - VANNES,97.0,136.0,
3403,PARIS MONTPARNASSE 1 ET 2 - VITRE,78.0,112.0,
3404,PARIS MONTPARNASSE 1 ET 2-ARCACHON,102.0,134.0,
3405,PARIS MONTPARNASSE 1 ET 2-AURAY,91.0,127.0,
3406,PARIS MONTPARNASSE 1 ET 2-BAYONNE,112.0,147.0,
3407,PARIS MONTPARNASSE 1 ET 2-CHATELLERAULT,75.0,107.0,
3408,PARIS MONTPARNASSE 1 ET 2-FUTUROSCOPE,75.0,107.0,
3409,PARIS MONTPARNASSE 1 ET 2-LA ROCHE SUR YON,83.0,120.0,
3410,PARIS MONTPARNASSE 1 ET 2-LANDERNEAU,92.0,131.0,
3411,PARIS MONTPARNASSE 1 ET 2-LIBOURNE,96.0,126.0,
3412,PARIS MONTPARNASSE 1 ET 2-MONTAUBAN VILLE BOURBON,109.0,142.0,
3413,PARIS MONTPARNASSE 1 ET 2-NARBONNE,116.0,162.0,
3414,PARIS MONTPARNASSE 1 ET 2-QUIMPER,95.0,134.0,
3415,PARIS MONTPARNASSE 1 ET 2-REDON,84.0,122.0,
3416,PARIS MONTPARNASSE 1 ET 2-RENNES,80.0,113.0,
3417,PARIS MONTPARNASSE 1 ET 2-ROSPORDEN,95.0,134.0,
3418,PARIS MONTPARNASSE 1 ET 2-SABLE,67.0,95.0,
3419,PARIS MONTPARNASSE 1 ET 2-SAVENAY,86.0,125.0,
3420,PARIS MONTPARNASSE 1 ET 2-SETE,116.0,162.0,
3421,PARIS MONTPARNASSE 1 ET 2-ST BRIEUC,84.0,122.0,
3422,PARIS MONTPARNASSE 1 ET 2-ST JEAN DE LUZ CIBOURE,112.0,147.0,
3423,PARIS MONTPARNASSE 1 ET 2-ST MALO,85.0,123.0,
3424,PARIS MONTPARNASSE 1 ET 2-ST NAZAIRE,86.0,125.0,
3425,PARIS MONTPARNASSE 1 ET 2-ST PIERRE DES CORPS,65.0,89.0,
3426,PARIS MONTPARNASSE 1 ET 2-TARBES,118.0,156.0,
3427,PARIS MONTPARNASSE 1 ET 2-TOULOUSE MATABIAU,109.0,142.0,
3428,PARIS MONTPARNASSE 1 ET 2-VANNES,88.0,123.0,
3429,PARIS MONTPARNASSE 1 ET 2-VITRE,72.0,104.0,
3430,PARIS MONTPARNASSE 3 VAUGIRARD-FUTUROSCOPE,75.0,107.0,
3431,PARIS NORD-AIME LA PLAGNE,118.0,161.0,
3432,PARIS NORD-AIX LES BAINS LE REVARD,103.0,136.0,
3433,PARIS NORD-ALBERTVILLE,115.0,154.0,
3434,PARIS NORD-ANNEMASSE,108.0,152.0,
3435,PARIS NORD-ANTIBES,132.0,185.0,
3436,PARIS NORD-ARRAS,50.0,61.0,
3437,PARIS NORD-BELLEGARDE,91.0,129.0,
3438,PARIS NORD-BETHUNE,57.0,70.0,
3439,PARIS NORD-BOURG EN BRESSE,84.0,121.0,
3440,PARIS NORD-BOURG ST MAURICE,118.0,161.0,
3441,PARIS NORD-CALAIS FRETHUN,66.0,86.0,
3442,PARIS NORD-DOUAI,52.0,66.0,
3443,PARIS NORD-EVIAN LES BAINS,108.0,152.0,
3444,PARIS NORD-LE CREUSOT MONTCEAU MONTCHANIN,82.0,114.0,
3445,PARIS NORD-LENS,52.0,66.0,
3446,PARIS NORD-LES ARCS DRAGUIGNAN,132.0,185.0,
3447,PARIS NORD-MONTELIMAR,105.0,144.0,
3448,PARIS NORD-MOUTIERS SALINS BRIDES,118.0,159.0,
3449,PARIS NORD-NARBONNE,116.0,162.0,
3450,PARIS NORD-SALLANCHES COMBLOUX MEGEVE,119.0,163.0,
3451,PARIS NORD-ST GERVAIS LES BAINS LE FAYET,119.0,163.0,
3452,PARIS NORD-ST MICHEL VALLOIRE,113.0,154.0,
3453,PARIS NORD-ST OMER,64.0,79.0,
3454,PARIS NORD-ST RAPHAEL VALESCURE,132.0,185.0,
3455,PARIS NORD-THONON LES BAINS,108.0,152.0,
3456,PARIS NORD-TOULON,121.0,166.0,
3457,PARIS NORD-VALENCE,103.0,143.0,
3458,PARIS NORD-VALENCE TGV,107.0,147.0,
3459,PARIS NORD-VALENCIENNES,57.0,72.0,
3460,PAU - CHATELLERAULT,70.0,102.0,
3461,PAU - FUTUROSCOPE,70.0,100.0,
3462,PAU - MASSY TGV,123.0,173.0,
3463,PAU - PARIS MONTPARNASSE 1 ET 2,123.0,173.0,
3464,PAU-ANGOULEME,55.0,82.0,
3465,PAU-BORDEAUX ST JEAN,40.0,58.0,
3466,PAU-CHATELLERAULT,69.0,100.0,
3467,PAU-FACTURE BIGANOS,35.0,50.0,
3468,PAU-FUTUROSCOPE,70.0,102.0,
3469,PAU-LIBOURNE,44.0,65.0,
3470,PAU-LOURDES,10.6,15.5,
3471,PAU-MASSY TGV,112.0,147.0,
3472,PAU-MORCENX,19.0,27.0,
3473,PAU-ORTHEZ,10.7,15.5,
3474,PAU-PARIS AUSTERLITZ,112.0,147.0,
3475,PAU-PARIS MONTPARNASSE 1 ET 2,112.0,147.0,
3476,PAU-POITIERS,69.0,100.0,
3477,PAU-ST PIERRE DES CORPS,78.0,113.0,
3478,PAU-TARBES,13.7,20.5,
3479,PERPIGNAN-AGDE,23.0,34.0,
3480,PERPIGNAN-ARRAS,150.0,188.0,
3481,PERPIGNAN-CHALON SUR SAONE,84.0,124.0,
3482,PERPIGNAN-DOUAI,150.0,188.0,
3483,PERPIGNAN-LE CREUSOT MONTCEAU MONTCHANIN,84.0,125.0,
3484,PERPIGNAN-MASSY TGV,124.0,175.0,
3485,PERPIGNAN-MONTELIMAR,50.0,76.0,
3486,PERPIGNAN-NARBONNE,14.8,22.5,
3487,PERPIGNAN-PARIS GARE DE LYON,124.0,175.0,
3488,PERPIGNAN-PARIS MONTPARNASSE,124.0,175.0,
3489,PERPIGNAN-PARIS NORD,124.0,175.0,
3490,PERPIGNAN-SETE,26.5,39.0,
3491,PERPIGNAN-TGV HAUTE PICARDIE,150.0,188.0,
3492,PERPIGNAN-TOULOUSE MATABIAU,37.0,55.0,
3493,PERPIGNAN-VALENCE,65.0,95.0,
3494,PERPIGNAN-VALENCE TGV,65.0,95.0,
3495,PLOUARET TREGOR - PARIS MONTPARNASSE 1 ET 2,99.0,138.0,
3496,PLOUARET TREGOR-LANDERNEAU,16.0,23.0,
3497,PLOUARET TREGOR-PARIS MONTPARNASSE 1 ET 2,91.0,127.0,
3498,PLOUARET TREGOR-RENNES,31.0,44.0,
3499,PLOUARET TREGOR-ST BRIEUC,13.5,20.5,
3500,PLOUARET TREGOR-VITRE,36.0,51.0,
3501,POITIERS - ARCACHON,51.0,76.0,
3502,POITIERS - PARIS MONTPARNASSE 1 ET 2,79.0,113.0,
3503,POITIERS - ST PIERRE DES CORPS,24.5,36.0,
3504,POITIERS - TGV HAUTE PICARDIE,104.0,131.0,
3505,POITIERS-ARCACHON,49.0,73.0,
3506,POITIERS-ARRAS,109.0,143.0,
3507,POITIERS-BAYONNE,65.0,93.0,
3508,POITIERS-CHATELLERAULT,9.2,13.7,
3509,POITIERS-DOUAI,109.0,143.0,
3510,POITIERS-FUTUROSCOPE,2.9,4.2,
3511,POITIERS-LIBOURNE,38.0,53.0,
3512,POITIERS-MARMANDE,58.0,84.0,
3513,POITIERS-MONTAUBAN VILLE BOURBON,66.0,95.0,
3514,POITIERS-PARIS MONTPARNASSE 1 ET 2,75.0,107.0,
3515,POITIERS-SAVERNE,137.0,182.0,
3516,POITIERS-ST JEAN DE LUZ CIBOURE,67.0,98.0,
3517,POITIERS-ST PIERRE DES CORPS,21.0,31.0,
3518,POITIERS-TARBES,73.0,105.0,
3519,POITIERS-TGV HAUTE PICARDIE,102.0,129.0,
3520,POITIERS-TOULOUSE MATABIAU,72.0,103.0,
3521,PORNICHET - AEROPORT CDG2 TGV ROISSY,88.0,128.0,
3522,PORNICHET - MARNE LA VALLEE CHESSY,88.0,128.0,
3523,PORNICHET - PARIS MONTPARNASSE 1 ET 2,88.0,128.0,
3524,PORNICHET-AEROPORT CDG 2 TGV ROISSY,87.0,126.0,
3525,PORNICHET-GRENOBLE,125.0,165.0,
3526,PORNICHET-LA BAULE ESCOUBLAC,2.2,4.3,
3527,PORNICHET-LE CREUSOT MONTCEAU MONTCHANIN,107.0,140.0,
3528,PORNICHET-LE CROISIC,4.6,7.9,
3529,PORNICHET-LE POULIGUEN,3.0,5.7,
3530,PORNICHET-LILLE EUROPE,108.0,140.0,
3531,PORNICHET-LYON PART DIEU,113.0,150.0,
3532,PORNICHET-LYON PERRACHE,113.0,150.0,
3533,PORNICHET-LYON ST EXUPERY,113.0,150.0,
3534,PORNICHET-MARNE LA VALLEE CHESSY,87.0,126.0,
3535,PORNICHET-NANTES,17.0,24.0,
3536,PORNICHET-PARIS MONTPARNASSE 1 ET 2,87.0,126.0,
3537,PORNICHET-SABLE,38.0,54.0,
3538,PORNICHET-ST NAZAIRE,4.7,8.3,
3539,PORNICHET-ST PIERRE DES CORPS,45.0,66.0,
3540,PORNICHET-TGV HAUTE PICARDIE,98.0,124.0,
3541,QUIMPER-AIX LES BAINS LE REVARD,147.0,190.0,
3542,QUIMPER-ALBERTVILLE,147.0,190.0,
3543,QUIMPER-AURAY,21.5,31.0,
3544,QUIMPER-DOUAI,125.0,161.0,
3545,QUIMPER-REDON,33.0,47.0,
3546,QUIMPER-SALLANCHES COMBLOUX MEGEVE,147.0,190.0,
3547,QUIMPER-ST GERVAIS LES BAINS LE FAYET,147.0,190.0,
3548,QUIMPER-ST MICHEL VALLOIRE,147.0,190.0,
3549,QUIMPER-VANNES,24.5,37.0,
3550,QUIMPER-VITRE,46.0,68.0,
3551,QUIMPERLE - AEROPORT CDG2 TGV ROISSY,103.0,147.0,
3552,QUIMPERLE - LILLE EUROPE,131.0,169.0,
3553,QUIMPERLE - MARNE LA VALLEE CHESSY,103.0,147.0,
3554,QUIMPERLE - PARIS MONTPARNASSE 1 ET 2,103.0,147.0,
3555,QUIMPERLE - TGV HAUTE PICARDIE,106.0,147.0,
3556,QUIMPERLE-AEROPORT CDG 2 TGV ROISSY,95.0,134.0,
3557,QUIMPERLE-ARRAS,125.0,161.0,
3558,QUIMPERLE-AURAY,12.9,19.0,
3559,QUIMPERLE-DOUAI,125.0,161.0,
3560,QUIMPERLE-LILLE EUROPE,125.0,161.0,
3561,QUIMPERLE-LORIENT,6.3,9.5,
3562,QUIMPERLE-MARNE LA VALLEE CHESSY,95.0,134.0,
3563,QUIMPERLE-PARIS MONTPARNASSE 1 ET 2,95.0,134.0,
3564,QUIMPERLE-QUIMPER,11.9,17.5,
3565,QUIMPERLE-REDON,26.0,38.0,
3566,QUIMPERLE-RENNES,36.0,51.0,
3567,QUIMPERLE-ROSPORDEN,7.9,11.5,
3568,QUIMPERLE-TGV HAUTE PICARDIE,106.0,134.0,
3569,QUIMPERLE-VANNES,16.0,23.0,
3570,QUIMPERLE-VITRE,45.0,66.0,
3571,RANG DU FLIERS VERTON-CALAIS FRETHUN,18.0,26.0,
3572,RANG DU FLIERS VERTON-ETAPLES LE TOUQUET,3.9,7.0,
3573,RANG DU FLIERS VERTON-LILLE EUROPE,39.0,58.0,
3574,RANG DU FLIERS VERTON-PARIS NORD,66.0,86.0,
3575,REDON-AURAY,16.5,23.5,
3576,REDON-SALLANCHES COMBLOUX MEGEVE,137.0,179.0,
3577,REDON-ST MICHEL VALLOIRE,137.0,179.0,
3578,REDON-VITRE,23.0,35.0,
3579,REIMS-BAR LE DUC,31.0,43.0,
3580,REIMS-CHALONS EN CHAMPAGNE,15.5,27.0,
3581,REIMS-CHARLEVILLE MEZIERES,19.5,28.5,
3582,REIMS-SEDAN,22.5,34.0,
3583,RENNES - DOUAI,113.0,144.0,
3584,RENNES - TGV HAUTE PICARDIE,106.0,135.0,
3585,RENNES - VALENCE TGV,139.0,168.0,
3586,RENNES-AIX LES BAINS LE REVARD,127.0,166.0,
3587,RENNES-ALBERTVILLE,132.0,170.0,
3588,RENNES-AURAY,28.5,42.0,
3589,RENNES-DOUAI,108.0,137.0,
3590,RENNES-LANDERNEAU,40.0,57.0,
3591,RENNES-LE CREUSOT MONTCEAU MONTCHANIN,107.0,140.0,
3592,RENNES-QUIMPER,42.0,61.0,
3593,RENNES-REDON,16.0,23.0,
3594,RENNES-ROSPORDEN,39.0,57.0,
3595,RENNES-SALLANCHES COMBLOUX MEGEVE,132.0,170.0,
3596,RENNES-ST BRIEUC,21.5,31.0,
3597,RENNES-ST GERVAIS LES BAINS LE FAYET,132.0,170.0,
3598,RENNES-ST MALO,17.5,24.5,
3599,RENNES-ST MICHEL VALLOIRE,132.0,170.0,
3600,RENNES-TGV HAUTE PICARDIE,98.0,124.0,
3601,RENNES-VALENCE,132.0,160.0,
3602,RENNES-VALENCE TGV,132.0,160.0,
3603,RENNES-VANNES,25.5,38.0,
3604,RENNES-VITRE,10.5,14.8,
3605,RETHEL-CHARLEVILLE MEZIERES,11.9,18.0,
3606,RETHEL-PARIS EST,44.0,69.0,
3607,RETHEL-REIMS,10.2,15.0,
3608,RETHEL-SEDAN,15.5,23.0,
3609,RIVES-AEROPORT CDG 2 TGV ROISSY,96.0,130.0,
3610,RIVES-LE CREUSOT MONTCEAU MONTCHANIN,44.0,69.0,
3611,RIVES-LILLE EUROPE,118.0,155.0,
3612,RIVES-LYON PART DIEU,18.5,31.0,
3613,RIVES-LYON ST EXUPERY,20.0,41.0,
3614,RIVES-MARNE LA VALLEE CHESSY,96.0,130.0,
3615,RIVES-PARIS GARE DE LYON,96.0,130.0,
3616,RIVES-TGV HAUTE PICARDIE,107.0,144.0,
3617,ROSPORDEN - TGV HAUTE PICARDIE,106.0,147.0,
3618,ROSPORDEN - VITRE,45.0,66.0,
3619,ROSPORDEN-AURAY,17.5,24.0,
3620,ROSPORDEN-DOUAI,125.0,161.0,
3621,ROSPORDEN-QUIMPER,6.5,10.0,
3622,ROSPORDEN-REDON,30.0,43.0,
3623,ROSPORDEN-TGV HAUTE PICARDIE,106.0,134.0,
3624,ROSPORDEN-VANNES,21.0,31.0,
3625,ROSPORDEN-VITRE,44.0,64.0,
3626,ROUBAIX-ARRAS,18.0,35.0,
3627,ROUBAIX-CROIX WASQUEHAL,1.6,4.8,
3628,ROUBAIX-PARIS NORD,63.0,82.0,
3629,ROUEN RIVE DROITE-ALBERTVILLE,121.0,160.0,
3630,ROUEN RIVE DROITE-VALENCE,112.0,154.0,
3631,ROUEN RIVE DROITE-VALENCE TGV,112.0,154.0,
3632,ROUEN RIVE DROITE-YVETOT,10.5,14.8,
3633,RUFFEC CHARENTE - MONTAUBAN VILLE BOURBON,53.0,78.0,
3634,RUFFEC CHARENTE - PARIS MONTPARNASSE 1 ET 2,93.0,129.0,
3635,RUFFEC CHARENTE-BAYONNE,55.0,82.0,
3636,RUFFEC CHARENTE-CHATELLERAULT,21.0,30.0,
3637,RUFFEC CHARENTE-FUTUROSCOPE,17.0,23.5,
3638,RUFFEC CHARENTE-LIBOURNE,28.5,42.0,
3639,RUFFEC CHARENTE-MONTAUBAN VILLE BOURBON,52.0,76.0,
3640,RUFFEC CHARENTE-PARIS MONTPARNASSE 1 ET 2,87.0,121.0,
3641,RUFFEC CHARENTE-POITIERS,14.8,21.5,
3642,RUFFEC CHARENTE-ST JEAN DE LUZ CIBOURE,55.0,82.0,
3643,RUFFEC CHARENTE-ST PIERRE DES CORPS,31.0,45.0,
3644,RUFFEC CHARENTE-TOULOUSE MATABIAU,72.0,103.0,
3645,SABLE-LA ROCHE SUR YON,38.0,53.0,
3646,SABLE-ST NAZAIRE,36.0,51.0,
3647,SAINT MICHEL VALLOIRE-MASSY PALAISEAU,113.0,154.0,
3648,SAINT MICHEL VALLOIRE-VERSAILLES CHANTIERS,113.0,154.0,
3649,SALLANCHES COMBLOUX MEGEVE-AURAY,137.0,179.0,
3650,SARREBOURG-SAVERNE,7.6,11.0,
3651,SAUMUR - LYON PART DIEU,99.0,140.0,
3652,SAUMUR - LYON PERRACHE,99.0,140.0,
3653,SAUMUR-AIX EN PROVENCE TGV,133.0,173.0,
3654,SAUMUR-AVIGNON,133.0,173.0,
3655,SAUMUR-AVIGNON TGV,133.0,173.0,
3656,SAUMUR-GRENOBLE,93.0,158.0,
3657,SAUMUR-LE CREUSOT MONTCEAU MONTCHANIN,95.0,135.0,
3658,SAUMUR-LILLE EUROPE,101.0,127.0,
3659,SAUMUR-LYON PART DIEU,96.0,135.0,
3660,SAUMUR-LYON PERRACHE,96.0,135.0,
3661,SAUMUR-LYON ST EXUPERY,96.0,135.0,
3662,SAUMUR-MARSEILLE ST CHARLES,133.0,173.0,
3663,SAUMUR-MASSY TGV,70.0,97.0,
3664,SAUMUR-MONTPELLIER,133.0,173.0,
3665,SAUMUR-NANTES,26.5,39.0,
3666,SAUMUR-NIMES,133.0,173.0,
3667,SAUMUR-PARIS MONTPARNASSE 1 ET 2,70.0,97.0,
3668,SAUMUR-ST PIERRE DES CORPS,14.7,21.0,
3669,SAUMUR-TOURS,14.7,21.0,
3670,SAUMUR-VALENCE,116.0,151.0,
