,Id,degree,group
1276,15609624,16,2
1277,168144703,16,0
1278,1107317650814889984,16,0
1279,913536285461147649,16,0
1280,1287078923784814595,16,2
1281,710746092653187072,16,1
1282,745273297198321664,16,1
1283,1714991388,16,0
1284,48935222,16,2
1285,20198007,16,2
1286,458339195,16,1
1287,749663284815626240,16,0
1288,227423290,16,2
1289,18330725,16,2
1290,747436971417559040,16,0
1291,748133130649862144,16,1
1292,132232886,16,0
1293,572208885,16,0
1294,99628982,16,0
1295,23050708,16,1
1296,798964238,16,1
1297,819644634595020800,16,1
1298,26688109,16,2
1299,747375639708180480,16,0
1300,566278892,16,0
1301,520436663,16,1
1302,1102232672,16,1
1303,2304720259,16,1
1304,11222502,16,1
1305,18693671,16,1
1306,51854911,16,0
1307,984834661527572480,16,1
1308,68664958,16,0
1309,1927200595,16,1
1310,15056816,16,1
1311,15712183,16,2
1312,1092044035219439616,16,0
1313,17777121,16,1
1314,162317442,16,1
1315,11912352,16,1
1316,351552909,16,2
1317,12076842,16,1
1318,3387312046,16,1
1319,39438268,16,1
1320,2563656001,16,2
1321,18303339,16,0
1322,3062712819,16,1
1323,19090202,16,1
1324,19712948,16,1
1325,452316592,16,2
1326,1271787274745925637,16,0
1327,112479899,16,2
1328,1209583707864158216,16,1
1329,2199146474,16,2
1330,493244506,16,0
1331,3602010316,16,0
1332,2318979313,16,0
1333,425840919,16,0
1334,858706327,16,1
1335,193680125,16,0
1336,766179072519069696,16,0
1337,1060349531370463234,16,0
1338,99702077,16,1
1339,836097403,16,0
1340,824747139469279232,16,0
1341,400938602,16,0
1342,28530320,16,0
1343,38393551,16,1
1344,5461832,16,1
1345,75585495,16,1
1346,21060055,16,0
1347,18831898,16,2
1348,96131717,16,1
1349,418569431,16,1
1350,46882012,16,0
1351,303324434,16,0
1352,397106661,16,2
1353,83353169,16,2
1354,94428870,16,1
1355,134864590,16,1
1356,827572418365505537,16,0
1357,339697820,16,0
1358,1006166382,16,2
1359,146203952,16,1
1360,747136356,16,2
1361,888474656654622720,16,0
1362,24733117,16,2
1363,2463229794,16,1
1364,3192252407,16,0
1365,13265312,16,1
1366,781269157144854528,16,0
1367,868830296212467713,16,0
1368,20999213,16,1
1369,756610748432998400,16,0
1370,221310328,16,0
1371,312044964,16,1
1372,376696281,16,1
1373,2168155795,16,0
1374,866010939916775425,16,0
1375,868438459287040000,16,0
1376,1927147742,16,1
1377,988022885208993793,16,1
1378,1423762834022875136,16,1
1379,100561484,16,0
1380,139195114,16,1
1381,18117383,16,0
1382,317977558,16,1
1383,314536935,16,1
1384,17364131,16,1
1385,727879750769885184,16,1
1386,966960242201382912,16,1
1387,1096344586140700672,16,0
1388,6158052,16,1
1389,51378058,16,0
1390,2995419231,16,1
1391,25754133,16,1
1392,21920288,16,1
1393,903363711485825025,16,0
1394,281934609,16,1
1395,315161677,16,1
1396,721026242,16,0
1397,99188075,16,0
1398,28573040,16,2
1399,214597057,16,1
1400,22773313,16,2
1401,781411003997233152,16,2
1402,1086584910712840192,16,1
1403,1070961656866500610,16,1
1404,14057425,16,1
1405,2715353151,15,0
1406,705539763349164032,15,2
1407,825818999288107010,15,0
1408,18907289,15,1
1409,53772503,15,1
1410,507445672,15,0
1411,2591719868,15,0
1412,14287349,15,1
1413,13664782,15,1
1414,389972564,15,0
1415,19268295,15,1
1416,787166,15,1
1417,1050346261,15,1
1418,124289869,15,1
1419,207323988,15,2
1420,720896966,15,1
1421,314868702,15,1
1422,1221452861671903233,15,0
1423,3572901,15,2
1424,1288556192185319424,15,0
1425,326665662,15,0
1426,637208092,15,1
1427,3028125214,15,0
1428,899761936216281088,15,0
1429,411403932,15,1
1430,34663,15,1
1431,3695872097,15,0
1432,17467699,15,1
1433,479758700,15,2
1434,182160038,15,0
1435,16550758,15,1
1436,1192861100804575234,15,0
1437,1120945992319340548,15,1
1438,257559765,15,0
1439,3988262121,15,1
1440,64359745,15,0
1441,31722900,15,1
1442,200511006,15,0
1443,1207316879695585280,15,1
1444,1438682840,15,1
1445,87494579,15,0
1446,1106482946,15,0
1447,244158561,15,1
1448,119509377,15,1
1449,1062795891701153792,15,0
1450,199201295,15,0
1451,5739092,15,2
1452,78549627,15,0
1453,6886392,15,1
1454,826382447885574144,15,0
1455,26548315,15,2
1456,842735897678372865,15,1
1457,55908595,15,2
1458,621123873,15,1
1459,7117212,15,1
1460,40442379,15,1
1461,20388540,15,1
1462,796758096240635904,15,0
1463,16816972,15,2
1464,271031226,15,0
1465,27303289,15,1
1466,555031989,15,2
1467,153492935,15,2
1468,1630543472,15,2
1469,1264862574795018240,15,1
1470,582721240,15,0
1471,1016022128699891714,15,0
1472,156016493,15,0
1473,228040559,15,2
1474,1425053517300047886,15,0
1475,26354024,15,1
1476,1736417780,15,1
1477,1267544240663527425,15,0
1478,273457915,15,0
1479,7480172,15,2
1480,2861409179,15,1
1481,71476455,15,0
1482,823207220,15,1
1483,1635525948,15,0
1484,763330,15,1
1485,540223123,15,0
1486,20162269,15,1
1487,370222916,15,1
1488,1089922478389018624,15,1
1489,328214539,15,0
1490,555329628,15,0
1491,17836135,15,0
1492,2849876151,15,0
1493,1653516756,15,1
1494,30288951,15,1
1495,199830979,15,0
1496,35172057,15,2
1497,1221767113,15,0
1498,142061738,15,1
1499,4822348019,15,0
1500,1224765856737046529,15,0
1501,141144412,15,0
1502,1021705051067351040,15,1
1503,733146369058164736,15,1
1504,70661041,15,1
1505,2829562954,15,1
1506,35763391,15,1
1507,207435031,15,0
1508,4118427075,15,0
1509,15414807,15,1
1510,48445014,15,1
1511,74200783,15,1
1512,510047963,15,1
1513,412235572,15,0
1514,17905508,15,2
1515,14727078,15,1
1516,732564804997615616,15,0
1517,1298479236,15,0
1518,60274869,15,1
1519,2813049204,15,0
1520,285194696,15,0
1521,748743165411151873,15,0
1522,792565886012063744,15,0
1523,15613193,15,1
1524,512441624,15,1
1525,1855372820,15,1
1526,706723414,15,1
1527,247709361,15,0
1528,422461282,15,0
1529,2345123704,15,1
1530,18759666,15,1
1531,17940564,15,1
1532,15352409,15,1
1533,78398262,15,1
1534,2161492981,15,1
1535,470402184,15,1
1536,20530586,15,1
1537,1650607555,15,1
1538,18138592,15,2
1539,202098409,15,0
1540,65587192,15,0
1541,18630708,15,2
1542,1060653216,15,1
1543,28199460,15,1
1544,1717521084,15,0
1545,483937136,15,1
1546,10406802,15,1
1547,1962626484,15,2
1548,49597955,15,0
1549,2272185878,15,0
1550,1231576390631411715,15,0
1551,1081484761934319623,15,0
1552,841437061,15,2
1553,2791788518,15,0
1554,1381836553467613186,15,0
1555,3178680489,15,1
1556,885425256797798401,15,0
1557,32330308,15,1
1558,108286674,15,2
1559,4158575727,15,1
1560,2307675307,15,2
1561,4876915965,15,0
1562,1013313331287949312,15,0
1563,559765012,15,1
1564,23418485,15,2
1565,3633796887,15,1
1566,1146056641239904257,15,1
1567,23287822,15,1
1568,351197277,15,0
1569,920672372,15,2
1570,19978359,15,0
1571,2492684460,15,1
1572,748204248010268676,15,0
1573,1023576400425627649,15,0
1574,17685009,15,1
1575,2831637409,15,0
1576,612785170,15,0
1577,42294362,15,0
1578,863377035661647877,15,0
1579,594992481,15,0
1580,19258803,15,0
1581,2150063662,15,0
1582,14409295,15,1
1583,3239206569,15,1
1584,3301957390,15,0
1585,2301681536,15,0
1586,929707165128056832,15,0
1587,34365538,15,2
1588,18178208,15,1
1589,529293855,15,1
1590,23749162,15,2
1591,247259712,15,0
1592,354411202,15,0
1593,144827236,15,0
1594,139158404,15,0
1595,770887519374303232,15,1
1596,802517339073810432,15,0
1597,24864837,15,1
1598,563079412,15,1
1599,584870335,15,2
1600,749569772015198208,15,0
1601,766028507034087425,15,0
1602,9857962,15,1
1603,36629430,15,2
1604,19196951,15,1
1605,3242388503,15,1
1606,59567653,15,1
1607,2575003313,15,0
1608,2199678761,15,0
1609,1326706566,15,1
1610,73396148,15,1
1611,2737008614,15,0
1612,750342769277825024,15,0
1613,191393940,15,0
1614,289862151,15,1
1615,182776270,15,1
1616,821758253512146944,15,1
1617,746632566548086784,15,0
1618,313488283,15,0
1619,4814861415,15,1
1620,465335433,15,1
1621,30700854,15,0
1622,906082234490290176,15,0
1623,20084459,15,1
1624,61863751,15,0
1625,1119942540,15,1
1626,1494270333951479810,15,0
1627,141326574,15,0
1628,348715253,15,1
1629,19626301,15,1
1630,17693443,15,2
1631,38140909,15,2
1632,73039079,15,2
1633,631865146,15,0
1634,46104622,14,2
1635,2884010290,14,1
1636,871854357339353088,14,1
1637,806168094624415744,14,0
1638,14352928,14,1
1639,35717690,14,1
1640,1418363684,14,0
1641,75236148,14,2
1642,2882700369,14,2
1643,81429690,14,0
1644,570819830,14,0
1645,41387380,14,2
1646,19498386,14,1
1647,853471,14,1
1648,56133302,14,2
1649,83363517,14,1
1650,228689734,14,1
1651,705759080,14,1
1652,2928019319,14,0
1653,86149039,14,0
1654,22579202,14,1
1655,738513388570087424,14,0
1656,69863630,14,1
1657,57936534,14,0
1658,427231928,14,0
1659,938669123332116480,14,0
1660,866542768960802817,14,0
1661,956958888347275264,14,0
1662,78875962,14,1
1663,844282701687541760,14,0
1664,1184037414534369281,14,1
1665,159059728,14,1
1666,297406321,14,0
1667,2440368125,14,1
1668,10653762,14,1
1669,790734,14,1
1670,943788254,14,0
1671,17010913,14,2
1672,2424246505,14,0
1673,202150353,14,0
1674,4609,14,1
1675,69276183,14,1
1676,784513301543804929,14,0
1677,158110534,14,0
1678,21009225,14,2
1679,3345421175,14,1
1680,2383975297,14,1
1681,304616386,14,1
1682,288232527,14,2
1683,138712289,14,2
1684,82711817,14,1
1685,889054752230735872,14,0
1686,324834702,14,0
1687,941784833587597313,14,0
1688,2773096134,14,1
1689,1145964415096954880,14,1
1690,710897286184886273,14,1
1691,1168641808101990401,14,0
1692,228595630,14,0
1693,43620332,14,1
1694,415602879,14,0
1695,20256960,14,1
1696,45127876,14,1
1697,893919612332650496,14,0
1698,778203515432894464,14,1
1699,903229881286348800,14,0
1700,137304715,14,0
1701,793517,14,1
1702,443653203,14,0
1703,3646069876,14,0
1704,46996676,14,2
1705,1487707460,14,0
1706,868031833,14,1
1707,19537249,14,1
1708,88251779,14,0
1709,10919312,14,1
1710,2821201491,14,1
1711,1549213314,14,1
1712,30220104,14,1
1713,23076743,14,0
1714,1034510105419673602,14,1
1715,47030292,14,2
1716,58925145,14,1
1717,126984307,14,0
1718,148873455,14,1
1719,140878115,14,0
1720,1074671895637831680,14,1
1721,747901327536173057,14,0
1722,621355415,14,0
1723,21504477,14,0
1724,29762189,14,1
1725,171909982,14,0
1726,710976554445225984,14,0
1727,3111429321,14,0
1728,1522148606,14,0
1729,14722419,14,1
1730,871488220760027136,14,0
1731,1420895743,14,0
1732,16361040,14,1
1733,170043056,14,1
1734,582953166,14,2
1735,2698422738,14,0
1736,431925762,14,1
1737,798370350,14,0
1738,48966322,14,0
1739,20327119,14,1
1740,14297863,14,0
1741,2332502833,14,0
1742,520530942,14,1
1743,3170872330,14,0
1744,914854928132247552,14,1
1745,330509397,14,2
1746,336637208,14,0
1747,1967533346,14,0
1748,284929481,14,1
1749,15675191,14,1
1750,441954182,14,0
1751,998516058158968832,14,0
1752,984763902356533248,14,0
1753,2396074016,14,1
1754,973442553218510848,14,1
1755,1172774817789030400,14,0
1756,3865424200,14,2
1757,362852730,14,1
1758,107196914,14,1
1759,3031052802,14,0
1760,1197519439,14,0
1761,101790434,14,0
1762,2741121789,14,0
1763,139146003,14,0
1764,3397104611,14,0
1765,173421761,14,0
1766,17151314,14,2
1767,13666,14,2
1768,888126174420848640,14,1
1769,19019465,14,0
1770,25671405,14,0
1771,925644529,14,0
1772,1306900436,14,1
1773,930956026500800513,14,0
1774,1153965878104535040,14,0
1775,548289031,14,0
1776,1141062194,14,2
1777,15776340,14,1
1778,1045412502,14,0
1779,4742724375,14,0
1780,40025121,14,2
1781,519453787,14,0
1782,22264972,14,1
1783,301120716,14,1
1784,1621271,14,2
1785,3326852379,14,0
1786,2902277541,14,1
1787,78789634,14,2
1788,184106499,14,0
1789,156024372,14,1
1790,262225484,14,1
1791,30326380,14,0
1792,23314059,14,1
1793,21184213,14,2
1794,97238808,14,1
1795,1017811719861792769,14,0
1796,746745465375440900,14,0
1797,1483892097807695877,14,0
1798,20234601,14,1
1799,213729641,14,1
1800,891428135618707456,14,0
1801,371671761,14,1
1802,3863691995,14,1
1803,571392805,14,0
1804,867764663525806080,14,0
1805,15680820,14,1
1806,56477130,14,2
1807,998523839817633792,14,0
1808,1017765263876476928,14,0
1809,873907461127852033,14,0
1810,21645209,14,2
1811,35473310,14,0
1812,20006826,14,1
1813,19548290,14,1
1814,19286226,14,1
1815,2156874201,14,0
1816,1013908663956885504,14,0
1817,973210575651164165,14,0
1818,157076165,14,0
1819,3956198260,14,1
1820,329239536,14,2
1821,21285932,14,0
1822,818859116,14,0
1823,417320141,14,0
1824,351784239,14,0
1825,51957156,14,0
1826,20762058,14,2
1827,1276399597175427073,14,0
1828,1907248850,14,2
1829,3349925638,14,0
1830,16240585,14,1
1831,20271076,14,1
1832,1691801,14,2
1833,772001493197135872,14,0
1834,774960678507520001,14,0
1835,823178662484779010,14,0
1836,23318794,14,1
1837,399364397,14,0
1838,18633059,14,0
1839,14242283,14,2
1840,19485164,14,1
1841,2231652847,14,1
1842,549573446,14,1
1843,2687849290,14,0
1844,19649358,14,1
1845,345559906,14,1
1846,1054692264,14,1
1847,27841516,14,2
1848,778763673514958848,14,1
1849,1064547461421768704,14,0
1850,4352726321,14,0
1851,28792162,14,0
1852,3705165441,14,0
1853,55793415,14,0
1854,52352965,14,1
1855,189192493,14,1
1856,2397559128,14,0
1857,1101289849,14,0
1858,1562794476,14,0
1859,791181498368008192,14,0
1860,155900566,14,0
1861,188668572,14,0
1862,140761770,14,0
1863,14244780,14,1
1864,245324769,14,0
1865,140827633,14,0
1866,16964630,14,1
1867,120806450,14,0
1868,82467928,14,0
1869,14998655,14,1
1870,4728282255,14,0
1871,112745661,14,1
1872,862264836306214913,14,0
1873,105110835,14,1
1874,140467741,14,0
1875,35413612,14,0
1876,1180768986889441281,14,0
1877,933998577441009664,14,0
1878,2392481672,14,1
1879,454909858,14,0
1880,109895940,14,0
1881,1053384025342128128,14,0
1882,1098281410576744448,14,0
1883,19653124,14,1
1884,11231752,14,1
1885,3813466697,14,1
1886,735568502,14,1
1887,809558802,14,0
1888,18899771,14,1
1889,2897863582,14,0
1890,2939708434,14,1
1891,21292066,14,1
1892,268788810,14,0
1893,106194034,14,1
1894,148366615,14,1
1895,358147372,14,0
1896,34956737,14,1
1897,812541,14,1
1898,2251908712,14,0
1899,1695147684,14,0
1900,2785404749,14,0
1901,701696631331287040,14,0
1902,824326218183012352,14,0
1903,26011538,14,0
1904,31680403,14,0
1905,1356687698,14,1
1906,22440475,14,1
1907,821052375360217088,14,0
1908,554560244,14,1
1909,908700730890088455,14,1
1910,27593,14,1
1911,162753547,14,1
1912,1179451313169534976,14,2
1913,1062471571334402049,14,0
1914,116911261,14,1
1915,2460216512,14,2
1916,58846410,14,0
1917,489581906,14,0
1918,3929075062,14,0
1919,230714973,14,0
1920,16543333,14,1
1921,5664472,14,1
1922,343928585,14,2
1923,224161598,14,2
1924,160165734,14,1
1925,1657761703,14,0
1926,2232938557,14,1
1927,839513469724594177,14,1
1928,2396188842,14,0
1929,3514790122,14,0
1930,16249191,14,1
1931,2842522018,14,1
1932,21656007,14,1
1933,716009929,14,0
1934,2882400737,14,1
1935,808695759533129729,14,1
1936,1363060228628037634,14,0
1937,1551626821,14,1
1938,4817285909,14,1
1939,15528820,14,1
1940,52228989,14,0
1941,331084681,14,0
1942,829453380,14,1
1943,965898013951627264,14,0
1944,950673949729460224,14,0
1945,827998307616067584,14,0
1946,3390960802,14,0
1947,20870395,14,2
1948,4329928102,14,0
1949,1028951881882714114,14,0
1950,4864538261,14,1
1951,245790402,14,0
1952,2615736234,14,0
1953,2895214607,14,0
1954,28309574,14,2
1955,398326006,14,1
1956,454916458,14,1
1957,1028590145673605120,14,0
1958,90044886,14,0
1959,872675798,14,1
1960,1099321703660994560,14,0
1961,19823140,14,1
1962,939084398657490944,14,0
1963,14056108,14,1
1964,28867383,14,1
1965,1175026717,14,1
1966,1156104972544675840,14,1
1967,1072445615848722433,14,1
1968,241466609,14,2
1969,425295190,14,1
1970,2370600353,14,1
1971,3439033821,14,0
1972,296451560,14,1
1973,9109122,14,2
1974,710394664323555328,14,1
1975,113311434,14,1
1976,977302343552204805,13,0
1977,1212025788872065031,13,0
1978,797723717417701376,13,0
1979,826373523606212608,13,0
1980,2827289116,13,0
1981,19595840,13,1
1982,367985232,13,0
1983,386630251,13,0
1984,2912748203,13,0
1985,2387575596,13,1
1986,568558444,13,0
1987,16122876,13,1
1988,2967864322,13,1
1989,2193949766,13,1
1990,926003045732880385,13,0
1991,25887957,13,0
1992,245073151,13,2
1993,946541122272231424,13,0
1994,5473692,13,1
1995,19400168,13,1
1996,3110077936,13,0
1997,245499504,13,2
1998,190776954,13,1
1999,773416317739233280,13,0
2000,593823544,13,1
2001,2908948408,13,0
2002,4916316089,13,1
2003,9078772,13,2
2004,14714934,13,1
2005,39651447,13,2
2006,787321576513540096,13,2
2007,752558194854137857,13,0
2008,16615594,13,2
2009,21432560,13,0
2010,4338452835,13,2
2011,1531709850,13,0
2012,248777189,13,0
2013,365627981,13,2
2014,860778344266289153,13,0
2015,785154746818633728,13,0
2016,202640050,13,0
2017,21891765,13,0
2018,3354692283,13,0
2019,579340992,13,0
2020,28609576,13,2
2021,322571309,13,1
2022,46369866,13,0
2023,1164236689793060864,13,0
2024,1019664305921429504,13,0
2025,1192521190138679300,13,0
2026,1505791153,13,0
2027,611585332,13,0
2028,756780534,13,1
2029,468225635,13,0
2030,1105482819944566785,13,0
2031,157945573,13,0
2032,991430076053970945,13,1
2033,70913912,13,0
2034,442437582,13,0
2035,749640763059933184,13,0
2036,1140240104272859140,13,0
2037,38670373,13,1
2038,22122582,13,1
2039,454791402,13,0
2040,14225675,13,1
2041,942700689939148800,13,0
2042,23761307,13,0
2043,737387986669690880,13,0
2044,781929549160407040,13,1
2045,774926599728816128,13,1
2046,785398536384962560,13,2
2047,3437695749,13,0
2048,328438558,13,0
2049,18715507,13,1
2050,2330989491,13,0
2051,3043890163,13,0
2052,419927046,13,0
2053,20386842,13,1
2054,29758541,13,2
2055,383685747,13,1
2056,22582564,13,2
2057,19535210,13,2
2058,286332390,13,0
2059,729093650,13,0
2060,17241622,13,0
2061,1825478244,13,0
2062,18257528,13,1
2063,962717580543844352,13,0
2064,930065474687262721,13,0
2065,1230499079525949443,13,2
2066,48043796,13,2
2067,566564637,13,0
2068,343283519,13,2
2069,14260167,13,1
2070,744567421575499776,13,0
2071,130258973,13,0
2072,209688640,13,0
2073,18618482,13,1
2074,6363262,13,1
2075,2332465287,13,2
2076,709236924,13,0
2077,16193889,13,0
2078,27859298,13,2
2079,1113678493764792320,13,0
2080,2572884443,13,1
2081,398924286,13,1
2082,3668154976,13,0
2083,266771251,13,0
2084,20519756,13,0
2085,21666641,13,2
2086,1890229081,13,1
2087,1882626937,13,1
2088,217455554,13,2
2089,169024514,13,2
2090,997136989005713408,13,0
2091,1976540262,13,1
2092,142318717,13,2
2093,389946569,13,2
2094,702717216,13,0
2095,501161277,13,0
2096,288955712,13,0
2097,1107710071071563776,13,0
2098,1581620780,13,1
2099,1175000179268902912,13,2
2100,1361497154456612865,13,0
2101,761112654261788672,13,0
2102,3424722952,13,0
2103,796097963734999044,13,0
2104,564502584,13,1
2105,2155159640,13,0
2106,339779755,13,1
2107,19540355,13,2
2108,314515684,13,2
2109,173449447,13,0
2110,28090614,13,1
2111,1096717401645899776,13,2
2112,1686020359,13,2
2113,1156784420,13,0
2114,1015196564690743296,13,0
2115,39067964,13,0
2116,4840104274,13,0
2117,1244675523047030785,13,0
2118,927900176,13,1
2119,85172763,13,0
2120,1379050099,13,0
2121,3357287115,13,1
2122,958800630,13,0
2123,16556796,13,2
2124,4866876208,13,2
2125,336601935,13,1
2126,3004212106,13,0
2127,8496052,13,1
2128,21406735,13,2
2129,710485028,13,1
2130,37659695,13,0
2131,23503920,13,0
2132,1151897986043187200,13,1
2133,15377593,13,1
2134,19539183,13,1
2135,621028657,13,0
2136,1685497208,13,1
2137,875506940901720064,13,0
2138,1101593401223458819,13,0
2139,26748382,13,0
2140,588359134,13,2
2141,1224451627,13,0
2142,19605053,13,0
2143,101230176,13,0
2144,151103186,13,0
2145,4354516697,13,0
2146,75503,13,1
2147,1327114056,13,0
2148,141141836,13,0
2149,3319474227,13,1
2150,133769431,13,2
2151,4537231607,13,1
2152,170404126,13,2
2153,1170483566,13,0
2154,14133641,13,1
2155,196585870,13,0
2156,2230200781,13,1
2157,3377768921,13,0
2158,581610040,13,0
2159,633443,13,1
2160,30878407,13,2
2161,2523081444,13,1
2162,805544009859002368,13,0
2163,1190741,13,1
2164,831995096413433857,13,0
2165,2351737734,13,2
2166,565652374,13,0
2167,3332975518,13,1
2168,185576358,13,0
2169,137702377,13,1
2170,1052855596486135808,13,0
2171,1059432062422257664,13,0
2172,14855279,13,2
2173,550415486,13,0
2174,2573708424,13,1
2175,212642997,13,0
2176,14757094,13,1
2177,34254087,13,0
2178,2472488238,13,1
2179,53521759,13,0
2180,1126956486373126144,13,0
2181,1208870791133245441,13,0
2182,1271001810153746433,13,0
2183,1303741215519780867,13,0
2184,861982419427241989,13,0
2185,484060634,13,1
2186,1004342231552217088,13,1
2187,891891343,13,0
2188,18427975,13,2
2189,27308198,13,0
2190,3124211920,13,0
2191,1497608538,13,0
2192,3972280690,13,1
2193,375468408,13,0
2194,477802917,13,2
2195,20230682,13,1
2196,5878332,13,1
2197,142750417,13,0
2198,481932017,13,0
2199,351744755,13,0
2200,23311345,13,1
2201,561558519,13,2
2202,750781552053878788,13,0
2203,331297886,13,0
2204,471774311,13,0
2205,20067446,13,1
2206,780107236282621953,13,1
2207,84391238,13,0
2208,14562685,13,2
2209,1968746498,13,0
2210,940635626138894337,13,0
2211,2998613438,13,0
2212,288700114,13,0
2213,1099020031,13,0
2214,2211952385,13,0
2215,319043335,13,2
2216,15578934,13,1
2217,23574334,13,0
2218,357545827,13,0
2219,191018886,13,2
2220,474986411,13,1
2221,781553202042900480,13,0
2222,26261563,13,0
2223,19019932,13,1
2224,21805300,13,2
2225,3346282761,13,0
2226,16300490,13,1
2227,438286900,13,0
2228,89438779,13,0
2229,295320165,13,0
2230,745192195,13,0
2231,14334854,13,1
2232,404732884,13,0
2233,399457244,13,0
2234,872158753008877569,13,0
2235,885573931574460419,13,0
2236,165723196,13,0
2237,12696742,13,1
2238,892879118890655744,13,0
2239,72236770,13,0
2240,2494349095,13,0
2241,16826153,13,0
2242,1053946014531547136,13,0
2243,1416871790,13,1
2244,3386294224,13,0
2245,196558815,13,2
2246,1201592440676859904,13,0
2247,1167382817971548160,13,0
2248,981602403245010944,13,1
2249,301810064,13,1
2250,2201043370,13,0
2251,672353,13,1
2252,736448805491593216,13,1
2253,13321042,13,1
2254,89670707,13,1
2255,76989621,13,0
2256,421086412,13,1
2257,525550820,13,0
2258,747349420983754752,13,0
2259,21480788,13,0
2260,331498890,13,1
2261,1108477440517656576,13,0
2262,847100573316993024,13,0
2263,876496470,13,1
2264,1021953649,13,1
2265,725409350580359168,13,0
2266,920943957487570944,13,0
2267,25872176,13,0
2268,72009595,13,0
2269,16205699,13,0
2270,9455522,13,1
2271,7129072,13,1
2272,332744731,13,2
2273,146884709,13,2
2274,103827656,13,0
2275,414959866,13,1
2276,757843124102176768,13,1
2277,217041250,13,2
2278,49629565,13,2
2279,29280683,13,1
2280,2582596082,13,2
2281,256657961,13,0
2282,924761401884889088,13,1
2283,794578934511915008,13,0
2284,1045048960556158976,13,0
2285,811914186104197122,13,0
2286,855500372361826306,13,0
2287,18434714,13,1
2288,51170124,13,0
2289,16272222,13,1
2290,289033247,13,2
2291,211635368,13,1
2292,2836155718,13,0
2293,37899641,13,0
2294,562220573,13,1
2295,281693784,13,1
2296,2512801391,13,0
2297,1214335102941122560,13,0
2298,1034250341989208064,13,0
2299,1189841394480959488,13,0
2300,392580739,13,0
2301,209014502,13,0
2302,954076414466289667,13,1
2303,929030062803996672,13,0
2304,774510439824822273,13,0
2305,225038441,13,1
2306,18370732,13,1
2307,23220433,13,2
2308,21582075,13,0
2309,746301372316917760,13,0
2310,720545088225587200,13,1
2311,483021218,13,1
2312,174281128,13,0
2313,2546258378,13,0
2314,866203967713411072,13,0
2315,28824136,13,2
2316,331961006,13,1
2317,242471616,13,1
2318,410276577,13,2
2319,348607269,13,0
2320,2192462685,13,1
2321,2859094985,13,0
2322,51696620,13,1
2323,3159413824,13,1
2324,3077166189,13,0
2325,828377715560570880,13,0
2326,826038331263836160,13,1
2327,355128498,13,0
2328,1288039689342066689,13,0
2329,22369602,13,2
2330,199611783,13,2
2331,352409025,13,0
2332,14636531,13,1
2333,153966123,13,2
2334,962156306,13,0
2335,11294522,13,2
2336,2458769226,13,0
2337,4813903696,13,0
2338,2285688686,13,0
2339,1480447928,13,0
2340,770879648565694464,13,0
2341,2196199453,13,0
2342,51468374,13,1
2343,2213206130,13,2
2344,414799999,13,1
2345,93739171,13,1
2346,293067180,13,1
2347,19651124,13,1
2348,162388572,13,1
2349,946419190117912577,13,0
2350,221764417,13,0
2351,437672798,13,1
2352,337042308,13,1
2353,1316707231,13,0
2354,36625366,13,2
2355,21486585,13,1
2356,631495725,13,1
2357,52714543,13,0
2358,23583793,13,0
2359,184409207,13,0
2360,896831344923353088,13,1
2361,905100566166216704,13,0
2362,56745252,13,1
2363,21519725,13,0
2364,18799997,13,1
2365,14802357,13,1
2366,131489268,13,1
2367,2826198557,13,0
2368,47865477,13,2
2369,365977229,13,1
2370,917515137577373697,13,0
2371,91545269,13,0
2372,2692996953,13,0
2373,1161579228581847040,13,0
2374,1055561990352068610,13,0
2375,1449302062081138692,13,0
2376,46227488,13,1
2377,2435178565,13,1
2378,500752654,13,2
2379,352280874,13,2
2380,865208814764732416,13,0
2381,217506104,13,2
2382,23585156,13,0
2383,4201996751,13,0
2384,116220384,13,1
2385,24895968,13,1
2386,4040483387,13,0
2387,97477339,13,1
2388,159441652,13,0
2389,811829,13,2
2390,789083008246640642,13,1
2391,2291196909,13,2
2392,1291117598,13,2
2393,95675423,13,0
2394,4595344531,13,2
2395,6775962,13,0
2396,69723307,13,0
2397,1078191404,13,0
2398,2363254081,13,0
2399,76342595,13,1
2400,239560078,13,0
2401,3479791037,13,0
2402,340212738,13,2
2403,855325158696861696,13,0
2404,297002535,13,0
2405,268691040,13,0
2406,2479941236,13,1
2407,19982136,13,0
2408,52881230,13,1
2409,283502420,13,0
2410,829627615011074048,13,0
2411,159541269,13,0
2412,18933837,13,1
2413,82372756,13,0
2414,137652474,13,1
2415,301426952,13,0
2416,27453762,13,2
2417,2308467350,13,1
2418,142666422,13,1
2419,320072483,13,0
2420,459369254,13,2
2421,1066291072664563716,13,0
2422,22965279,13,1
2423,960841093393846272,13,0
2424,910165641717518337,13,0
2425,41577599,13,0
2426,43183310,13,1
2427,65563900,13,2
2428,19459331,13,1
2429,849177876,13,1
2430,22375745,13,1
2431,358346082,13,2
2432,235335189,13,1
2433,1421373049,13,0
2434,3392859784,13,0
2435,18116495,13,1
2436,402780134,13,0
2437,721659228570677248,13,2
2438,21327962,13,0
2439,19066996,13,0
2440,824899578256166912,13,0
2441,107147428,13,1
2442,18673918,13,0
2443,89420041,13,0
2444,167735563,13,2
2445,44150150,13,2
2446,1077631,13,2
2447,2806149521,13,0
2448,1798591,13,1
2449,3662082496,13,1
2450,1037526780574400512,13,0
2451,65729000,13,0
