,Id,degree,group
1037,12874852,18,2
1038,1147178419999916032,18,1
1039,172029648,18,0
1040,260798471,18,0
1041,22968417,18,1
1042,2466216283,18,1
1043,391608808,18,0
1044,1069606667724210177,18,1
1045,235141710,18,2
1046,4539447976,18,1
1047,3266673671,18,0
1048,1333656709,18,1
1049,2981431,18,1
1050,328990309,18,2
1051,269418391,18,1
1052,838355126477783048,17,0
1053,25264158,17,0
1054,1344715441411919873,17,1
1055,27426996,17,0
1056,2409529718,17,1
1057,1289061062,17,0
1058,1051765210531414016,17,1
1059,394036215,17,1
1060,212468862,17,1
1061,1303719423564484615,17,0
1062,29459695,17,0
1063,2561869131,17,1
1064,559449660,17,1
1065,745611048493977601,17,0
1066,16550370,17,1
1067,2820147791,17,1
1068,2000001,17,1
1069,431983412,17,2
1070,37391190,17,2
1071,30510863,17,1
1072,4709584942,17,0
1073,734750115676753921,17,1
1074,619254220,17,0
1075,32379618,17,1
1076,3065680671,17,0
1077,19862658,17,1
1078,2154861789,17,1
1079,188912866,17,1
1080,25531757,17,2
1081,534255106,17,1
1082,1058668960613326848,17,1
1083,967810396483674112,17,0
1084,749466555382132736,17,0
1085,41326943,17,0
1086,6658612,17,1
1087,489790525,17,1
1088,205397166,17,1
1089,351542470,17,1
1090,230170174,17,1
1091,3010600643,17,0
1092,146186001,17,1
1093,956626101656317954,17,1
1094,940941774,17,0
1095,897818126951350274,17,1
1096,50668168,17,0
1097,478946114,17,1
1098,25535339,17,1
1099,14525381,17,1
1100,15082486,17,2
1101,130229292,17,1
1102,199632013,17,1
1103,19343211,17,0
1104,240265145,17,1
1105,13084832,17,1
1106,23210199,17,1
1107,450504930,17,1
1108,51096042,17,1
1109,124136018,17,1
1110,21867447,17,1
1111,1713417312,17,2
1112,53095581,17,1
1113,118369716,17,1
1114,14855612,17,1
1115,1904324126,17,2
1116,91402185,17,1
1117,1537552609,17,1
1118,84816204,17,1
1119,246297435,17,1
1120,50967547,17,0
1121,920761550,17,0
1122,202061206,17,0
1123,703721750098530304,17,2
1124,1867363902,17,1
1125,3323491,17,1
1126,913682914356994048,17,1
1127,101043843,17,2
1128,121780512,17,1
1129,205241095,17,0
1130,1100678545989402625,17,0
1131,1113012858621693952,17,1
1132,75742264,17,0
1133,3266526451,17,2
1134,338607362,17,1
1135,894057794,17,2
1136,217857649,17,1
1137,15057273,17,1
1138,1367786094,17,1
1139,163464107,17,1
1140,3944236173,17,0
1141,580175227,17,0
1142,748266933347287040,17,0
1143,1011342404648095750,17,0
1144,555337622,17,0
1145,19777460,17,1
1146,839954037948760064,17,1
1147,937019478,17,0
1148,873148800898150401,17,1
1149,418138551,17,1
1150,54938044,17,2
1151,2282047976,17,1
1152,1209078329560748035,17,1
1153,149048016,17,1
1154,57625372,17,1
1155,52055276,17,1
1156,138759482,17,1
1157,452382074,17,1
1158,19484123,17,1
1159,119295771,17,1
1160,3937914677,17,2
1161,25087876,17,0
1162,136401060,17,1
1163,818401525882036224,17,0
1164,197186075,17,1
1165,1018417700,17,1
1166,625759223,17,1
1167,1305746001458798594,17,1
1168,168613178,17,1
1169,88200514,17,0
1170,3288159897,17,1
1171,220386982,17,1
1172,485218248,17,1
1173,2178242532,17,1
1174,601184431,17,1
1175,14408363,17,1
1176,14048233,17,1
1177,61987976,17,0
1178,753174361000075264,17,1
1179,2245418471,17,2
1180,219340283,17,0
1181,16047963,17,2
1182,258760651,17,1
1183,401727518,17,1
1184,729407364751863808,17,1
1185,315941208,17,2
1186,477914145,17,0
1187,912123126,17,0
1188,196207892,17,1
1189,36463904,17,1
1190,1019944707311403008,17,0
1191,107406730,17,2
1192,903217980896628736,17,1
1193,20276844,17,1
1194,24963440,17,1
1195,280422842,17,0
1196,19851753,17,1
1197,1896835741,17,0
1198,21621749,17,2
1199,534179003,17,1
1200,2483482020,17,0
1201,13102902,17,1
1202,883073854087852032,17,1
1203,21196759,17,0
1204,279212006,17,1
1205,1221730253057470465,17,0
1206,816784142767636481,17,0
1207,18608923,17,1
1208,492991594,17,2
1209,1725724472,17,1
1210,880277352,17,2
1211,515537278,17,1
1212,792782917638455296,17,0
1213,806113446546853888,17,0
1214,243694590,17,1
1215,203652187,17,0
1216,11861192,17,1
1217,48332252,17,1
1218,1257712088031559682,16,0
1219,24183153,16,1
1220,305168812,16,1
1221,28082618,16,1
1222,38830654,16,0
1223,1263960926,16,0
1224,702383528,16,1
1225,3261303105,16,0
1226,291703128,16,0
1227,387287405,16,1
1228,895668188272222208,16,0
1229,2967997469,16,0
1230,1539378523,16,0
1231,43192340,16,2
1232,1316262175,16,0
1233,43061572,16,0
1234,875448362220302337,16,0
1235,17731966,16,0
1236,864460202585849856,16,1
1237,3236074198,16,2
1238,16356252,16,1
1239,346756048,16,1
1240,256611490,16,0
1241,38163,16,1
1242,181245414,16,0
1243,15439395,16,1
1244,930131285737132032,16,0
1245,3314652765,16,0
1246,2404095706,16,1
1247,934032908515467266,16,0
1248,1143605350219833350,16,1
1249,470489295,16,2
1250,262248916,16,0
1251,705302782501330944,16,2
1252,3554614041,16,1
1253,760654,16,1
1254,124296126,16,0
1255,1106238403778088960,16,0
1256,17571514,16,0
1257,443490248,16,0
1258,11936322,16,1
1259,70656697,16,0
1260,16950004,16,1
1261,512074746,16,1
1262,38642765,16,1
1263,842049098,16,1
1264,4047251667,16,0
1265,2361109291,16,0
1266,14330739,16,1
1267,4385844088,16,0
1268,797861,16,1
1269,3368004815,16,1
1270,312618257,16,1
1271,102772032,16,1
1272,893892188941299712,16,1
1273,1031618194560233475,16,0
1274,1420482727200141319,16,1
1275,11844,16,1
